bigger parameter space
1000,500,0.146,0.97,280.0970294879953,4.668283824799922
10000,500,0.138,0.978,2792.2528397459973,46.53754732909996
100000,500,0.094,1.0,28893.988101683004,481.5664683613834
1000000,72,0.0,1.0,41179.902206710016,686.3317034451669
smaller parameter space
1000,500,0.13,0.976,277.7750138249248,4.6295835637487475
10000,500,0.162,0.974,2758.453817924019,45.97423029873365
100000,500,0.152,0.992,27569.85863974993,459.49764399583216
smallest parameter space
1000,600,0.0,1.0
10000,600,0.02166666,0.99833333
100000,600,0.1649999,0.92833333
1000000,200,0.17,0.95,12061.645699977875,201.02742833296458
